timestamp,symbol,open,high,low,close,volume
2021-02-05 15:30:00+00:00,SPY,388.2,388.45,386.49,388.05,2017542.0
2021-02-05 19:30:00+00:00,SPY,388.05,388.1,387.19,387.67,1481462.0
2021-02-08 15:30:00+00:00,SPY,389.27,389.94,388.35,389.05,1721285.0
2021-02-08 19:30:00+00:00,SPY,389.04,390.54,388.59,390.52,1484209.0
2021-02-09 15:30:00+00:00,SPY,389.61,390.81,389.17,390.22,1531882.0
2021-02-09 19:30:00+00:00,SPY,390.21,390.89,389.89,390.25,1279638.0
2021-02-10 15:30:00+00:00,SPY,392.11,392.27,387.51,389.88,3809236.0
2021-02-10 19:30:00+00:00,SPY,389.9,391.06,389.39,390.09,2051323.0
2021-02-11 15:30:00+00:00,SPY,391.24,391.69,388.11,389.7,2119845.0
2021-02-11 19:30:00+00:00,SPY,389.69,390.98,388.81,390.73,1663401.0
2021-02-12 15:30:00+00:00,SPY,389.85,391.62,389.78,390.945,1522369.0
2021-02-12 19:30:00+00:00,SPY,390.945,392.89,390.55,392.7,2444066.0
2021-02-16 15:30:00+00:00,SPY,393.96,394.16,391.53,392.95,2891355.0
2021-02-16 19:30:00+00:00,SPY,392.87,393.29,392.01,392.35,1803397.0
2021-02-17 15:30:00+00:00,SPY,390.42,391.71,389.33,391.545,3194198.0
2021-02-17 19:30:00+00:00,SPY,391.54,392.64,391.18,392.45,1463470.0
2021-02-18 15:30:00+00:00,SPY,389.59,390.42,387.75,390.24,3271285.0
2021-02-18 19:30:00+00:00,SPY,390.26,391.51,390.15,390.76,2024567.0
2021-02-19 15:30:00+00:00,SPY,392.07,392.38,389.85,390.4,2673455.0
2021-02-19 19:30:00+00:00,SPY,390.38,391.05,389.55,390.03,2735332.0
2021-02-22 15:30:00+00:00,SPY,387.06,389.23,386.755,389.23,2978152.0
2021-02-22 19:30:00+00:00,SPY,389.23,389.62,386.84,387.1,2739459.0
2021-02-23 15:30:00+00:00,SPY,384.66,386.13,380.2,385.08,8130372.0
2021-02-23 19:30:00+00:00,SPY,385.1,388.94,384.43,387.51,3782892.0
2021-02-24 15:30:00+00:00,SPY,386.33,391.45,385.28,391.4,4231055.0
2021-02-24 19:30:00+00:00,SPY,391.42,392.22,390.99,391.76,2548143.0
2021-02-25 15:30:00+00:00,SPY,390.4,391.87,381.77,384.54,11738386.0
2021-02-25 19:30:00+00:00,SPY,384.54,386.67,380.78,382.39,6133018.0
2021-02-26 15:30:00+00:00,SPY,384.35,385.57,378.23,384.52,8811016.0
2021-02-26 19:30:00+00:00,SPY,384.54,384.8,380.2,380.32,5741083.0
2021-03-01 15:30:00+00:00,SPY,385.59,389.67,385.58,389.03,5876415.0
2021-03-01 19:30:00+00:00,SPY,389.02,390.92,389.0,389.48,3508736.0
2021-03-02 15:30:00+00:00,SPY,389.82,390.06,386.59,389.11,4363896.0
2021-03-02 19:30:00+00:00,SPY,389.08,389.735,386.31,386.55,2377214.0
2021-03-03 15:30:00+00:00,SPY,385.79,386.83,383.13,385.43,7277120.0
2021-03-03 19:30:00+00:00,SPY,385.42,385.42,381.31,381.46,6355825.0
2021-03-04 15:30:00+00:00,SPY,381.22,383.99,375.04,376.81,13968042.0
2021-03-04 19:30:00+00:00,SPY,376.77,377.48,371.88,376.73,11247589.0
2021-03-05 15:30:00+00:00,SPY,380.44,380.97,372.65,380.83,8388563.0
2021-03-05 19:30:00+00:00,SPY,380.82,384.76,379.92,383.62,5045547.0
2021-03-08 15:30:00+00:00,SPY,384.66,387.68,382.79,387.32,7093463.0
2021-03-08 19:30:00+00:00,SPY,387.32,387.4,381.42,381.76,4906380.0
2021-03-09 15:30:00+00:00,SPY,385.85,389.84,385.32,389.4,5202727.0
2021-03-09 19:30:00+00:00,SPY,389.4,389.91,386.85,387.11,3890600.0
2021-03-10 15:30:00+00:00,SPY,389.67,390.92,388.18,390.38,8488793.0
2021-03-10 19:30:00+00:00,SPY,390.39,391.4,389.21,389.52,4089735.0
2021-03-11 15:30:00+00:00,SPY,392.23,395.65,391.75,394.81,4040259.0
2021-03-11 19:30:00+00:00,SPY,394.84,395.13,393.29,393.48,2843114.0
2021-03-12 15:30:00+00:00,SPY,392.07,393.26,391.2,393.05,4117486.0
2021-03-12 19:30:00+00:00,SPY,393.05,394.21,392.62,394.09,1692833.0
2021-03-15 14:30:00+00:00,SPY,394.33,394.67,392.04,394.16,3608555.0
2021-03-15 18:30:00+00:00,SPY,394.15,396.68,394.1,396.48,2628163.0
2021-03-16 14:30:00+00:00,SPY,397.07,397.83,396.04,396.98,3142924.0
2021-03-16 18:30:00+00:00,SPY,396.98,397.02,395.08,395.93,3843480.0
2021-03-17 14:30:00+00:00,SPY,394.54,394.97,393.3,394.24,3501870.0
2021-03-17 18:30:00+00:00,SPY,394.27,398.11,393.7,397.23,5597069.0
2021-03-18 14:30:00+00:00,SPY,394.47,396.7,394.02,395.6,4032818.0
2021-03-18 18:30:00+00:00,SPY,395.59,396.12,390.86,391.44,5400458.0
2021-03-19 14:30:00+00:00,SPY,389.88,391.18,387.15,390.94,5490500.0
2021-03-19 18:30:00+00:00,SPY,390.97,391.56,389.42,389.51,3727336.0
2021-03-22 14:30:00+00:00,SPY,390.03,393.23,389.98,392.99,2973021.0
2021-03-22 18:30:00+00:00,SPY,393.02,394.06,392.39,392.54,2325083.0
2021-03-23 14:30:00+00:00,SPY,391.91,393.45,391.24,392.98,3463791.0
2021-03-23 18:30:00+00:00,SPY,392.97,393.02,388.66,389.5,4756317.0
2021-03-24 14:30:00+00:00,SPY,391.0,392.74,389.99,390.75,4170349.0
2021-03-24 18:30:00+00:00,SPY,390.76,391.42,387.49,387.49,4097718.0
2021-03-25 14:30:00+00:00,SPY,385.98,388.73,383.91,387.78,6881037.0
2021-03-25 18:30:00+00:00,SPY,387.82,390.53,386.6,389.65,3330351.0
2021-03-26 14:30:00+00:00,SPY,390.95,392.98,390.58,392.8,3481345.0
2021-03-26 18:30:00+00:00,SPY,392.81,396.41,390.29,395.94,5129935.0
2021-03-29 15:30:00+00:00,SPY,394.4,396.52,392.82,395.67,5821887.0
2021-03-29 19:30:00+00:00,SPY,395.66,396.74,394.9,395.77,4450925.0
2021-03-30 15:30:00+00:00,SPY,394.42,394.935,393.04,394.17,3704505.0
2021-03-30 19:30:00+00:00,SPY,394.18,395.43,393.42,394.79,2931410.0
2021-03-31 15:30:00+00:00,SPY,395.34,397.98,395.34,397.83,3002315.0
2021-03-31 19:30:00+00:00,SPY,397.83,397.99,396.02,396.27,5200140.0
2021-04-01 15:30:00+00:00,SPY,398.4,399.84,398.22,399.39,3409551.0
2021-04-01 19:30:00+00:00,SPY,399.39,400.67,399.35,400.53,2024653.0
2021-04-05 15:30:00+00:00,SPY,403.46,406.94,403.38,406.26,3770927.0
2021-04-05 19:30:00+00:00,SPY,406.27,406.83,405.76,406.31,2962830.0
2021-04-06 15:30:00+00:00,SPY,405.76,407.23,405.52,406.06,2610247.0
2021-04-06 19:30:00+00:00,SPY,406.01,406.825,405.42,406.08,2492335.0
2021-04-07 15:30:00+00:00,SPY,405.97,406.95,405.46,406.05,2178898.0
2021-04-07 19:30:00+00:00,SPY,406.02,406.91,405.76,406.58,2149001.0
2021-04-08 15:30:00+00:00,SPY,407.93,408.38,406.94,408.1,2544050.0
2021-04-08 19:30:00+00:00,SPY,408.11,408.575,407.84,408.49,1717543.0
2021-04-09 15:30:00+00:00,SPY,408.39,409.54,408.27,409.45,2352642.0
2021-04-09 19:30:00+00:00,SPY,409.45,411.66,409.44,411.45,2503567.0
2021-04-12 15:30:00+00:00,SPY,410.85,411.78,410.21,411.21,2127905.0
2021-04-12 19:30:00+00:00,SPY,411.2,411.93,410.53,411.62,2324428.0
2021-04-13 15:30:00+00:00,SPY,411.53,412.2,411.12,411.97,2572896.0
2021-04-13 19:30:00+00:00,SPY,411.98,413.52,411.945,412.81,2533840.0
2021-04-14 15:30:00+00:00,SPY,412.83,413.95,412.57,413.29,2297313.0
2021-04-14 19:30:00+00:00,SPY,413.29,413.29,410.87,411.49,3192670.0
2021-04-15 15:30:00+00:00,SPY,413.77,415.7,413.69,415.29,3050653.0
2021-04-15 19:30:00+00:00,SPY,415.32,416.15,414.89,415.82,2498020.0
2021-04-16 15:30:00+00:00,SPY,417.25,417.39,415.74,416.55,2635540.0
2021-04-16 19:30:00+00:00,SPY,416.58,417.91,416.41,417.31,3047073.0
2021-04-19 15:30:00+00:00,SPY,416.26,416.74,413.79,414.64,3975313.0
2021-04-19 19:30:00+00:00,SPY,414.67,415.34,414.14,415.25,2246150.0
2021-04-20 15:30:00+00:00,SPY,413.91,414.67,410.63,411.3,4179454.0
2021-04-20 19:30:00+00:00,SPY,411.3,412.67,410.6,412.22,2218150.0
2021-04-21 15:30:00+00:00,SPY,411.51,414.93,411.36,414.7,3388971.0
2021-04-21 19:30:00+00:00,SPY,414.71,416.29,414.71,416.08,2332002.0
2021-04-22 15:30:00+00:00,SPY,415.88,416.77,413.15,414.7,4169133.0
2021-04-22 19:30:00+00:00,SPY,414.69,414.76,411.15,412.28,5010889.0
2021-04-23 15:30:00+00:00,SPY,412.87,417.28,412.79,417.04,2745782.0
2021-04-23 19:30:00+00:00,SPY,417.06,418.24,416.65,416.72,2093297.0
2021-04-26 15:30:00+00:00,SPY,417.44,418.17,417.21,417.38,1780569.0
2021-04-26 19:30:00+00:00,SPY,417.4,418.215,416.98,417.64,2118798.0
2021-04-27 15:30:00+00:00,SPY,417.93,417.98,416.32,417.34,2397196.0
2021-04-27 19:30:00+00:00,SPY,417.34,418.14,417.07,417.48,1631286.0
2021-04-28 15:30:00+00:00,SPY,417.81,418.44,417.12,417.8,2001980.0
2021-04-28 19:30:00+00:00,SPY,417.79,419.01,416.9,417.36,2915100.0
2021-04-29 15:30:00+00:00,SPY,420.32,420.71,416.44,418.46,4371273.0
2021-04-29 19:30:00+00:00,SPY,418.52,420.485,418.14,419.99,2951916.0
2021-04-30 15:30:00+00:00,SPY,417.63,418.54,416.71,417.73,3345109.0
2021-04-30 19:30:00+00:00,SPY,417.72,417.89,416.35,417.29,3905720.0
2021-05-03 15:30:00+00:00,SPY,419.43,419.84,418.15,418.36,2823725.0
2021-05-03 19:30:00+00:00,SPY,418.34,419.27,417.67,418.18,2152238.0
2021-05-04 15:30:00+00:00,SPY,416.09,416.59,411.67,413.69,6035389.0
2021-05-04 19:30:00+00:00,SPY,413.69,415.66,413.19,415.65,3788575.0
2021-05-05 15:30:00+00:00,SPY,417.35,417.63,414.95,416.8,2773080.0
2021-05-05 19:30:00+00:00,SPY,416.81,417.22,415.15,415.72,1986915.0
2021-05-06 15:30:00+00:00,SPY,415.85,417.58,413.68,416.69,3976145.0
2021-05-06 19:30:00+00:00,SPY,416.71,419.21,415.66,419.08,3232937.0
2021-05-07 15:30:00+00:00,SPY,419.89,422.81,419.17,421.5,3452352.0
2021-05-07 19:30:00+00:00,SPY,421.51,422.79,421.21,422.09,2100349.0
2021-05-10 15:30:00+00:00,SPY,422.5,422.74,421.04,421.73,2725507.0
2021-05-10 19:30:00+00:00,SPY,421.72,421.79,417.82,417.97,4018957.0
2021-05-11 15:30:00+00:00,SPY,413.1,415.27,410.08,414.08,7439966.0
2021-05-11 19:30:00+00:00,SPY,414.17,415.03,412.66,414.27,4057959.0
2021-05-12 15:30:00+00:00,SPY,411.23,412.59,406.72,407.51,7281511.0
2021-05-12 19:30:00+00:00,SPY,407.47,408.25,404.8,405.43,6102797.0
2021-05-13 15:30:00+00:00,SPY,407.07,412.01,407.06,409.08,5831326.0
2021-05-13 19:30:00+00:00,SPY,409.06,412.34,407.84,410.25,4561790.0
2021-05-14 15:30:00+00:00,SPY,413.21,416.44,413.2,416.41,3166512.0
2021-05-14 19:30:00+00:00,SPY,416.39,417.49,416.16,416.54,3242945.0
2021-05-17 15:30:00+00:00,SPY,415.39,416.38,413.72,414.02,3849432.0
2021-05-17 19:30:00+00:00,SPY,414.025,415.69,413.36,415.55,2079129.0
2021-05-18 15:30:00+00:00,SPY,415.8,416.06,414.47,415.52,2395440.0
2021-05-18 19:30:00+00:00,SPY,415.55,415.58,411.77,412.0,2380644.0
2021-05-19 15:30:00+00:00,SPY,406.92,410.24,405.34,409.85,5961442.0
2021-05-19 19:30:00+00:00,SPY,409.85,411.05,407.6,410.9,4339871.0
2021-05-20 15:30:00+00:00,SPY,411.81,416.14,411.67,415.36,3533018.0
2021-05-20 19:30:00+00:00,SPY,415.41,416.61,414.57,415.25,3059898.0
2021-05-21 15:30:00+00:00,SPY,416.89,418.2,414.45,415.43,3434226.0
2021-05-21 19:30:00+00:00,SPY,415.42,416.24,414.7,414.95,2295529.0
2021-05-24 15:30:00+00:00,SPY,417.34,419.68,417.08,419.62,1862492.0
2021-05-24 19:30:00+00:00,SPY,419.62,420.31,418.95,419.13,2156456.0
2021-05-25 15:30:00+00:00,SPY,420.33,420.7,417.95,419.1,2630804.0
2021-05-25 19:30:00+00:00,SPY,419.1,419.19,417.62,418.25,1901727.0
2021-05-26 15:30:00+00:00,SPY,418.87,419.61,417.76,419.25,1535256.0
2021-05-26 19:30:00+00:00,SPY,419.26,419.27,418.44,419.05,1886024.0
2021-05-27 15:30:00+00:00,SPY,420.17,420.7,419.46,419.92,1832279.0
2021-05-27 19:30:00+00:00,SPY,419.91,420.1,419.12,419.21,2443676.0
2021-05-28 15:30:00+00:00,SPY,420.97,421.25,419.97,420.67,1638998.0
2021-05-28 19:30:00+00:00,SPY,420.65,420.95,419.79,420.02,2142398.0
2021-06-01 15:30:00+00:00,SPY,422.56,422.72,419.2,419.32,2401196.0
2021-06-01 19:30:00+00:00,SPY,419.32,420.37,419.25,419.63,1417594.0
2021-06-02 15:30:00+00:00,SPY,420.38,421.23,419.55,419.84,1539285.0
2021-06-02 19:30:00+00:00,SPY,419.79,420.47,419.3,420.36,1705148.0
2021-06-03 15:30:00+00:00,SPY,417.86,419.99,416.28,419.81,2954275.0
2021-06-03 19:30:00+00:00,SPY,419.79,419.89,418.73,418.8,1212261.0
2021-06-04 15:30:00+00:00,SPY,420.75,422.02,420.68,421.83,1546446.0
2021-06-04 19:30:00+00:00,SPY,421.83,422.91,421.83,422.57,1586576.0
2021-06-07 15:30:00+00:00,SPY,422.59,422.78,421.24,421.52,1546024.0
2021-06-07 19:30:00+00:00,SPY,421.51,422.39,421.2,422.22,1443568.0
2021-06-08 15:30:00+00:00,SPY,423.12,423.2,420.33,422.23,2108003.0
2021-06-08 19:30:00+00:00,SPY,422.22,422.94,422.15,422.27,1193367.0
2021-06-09 15:30:00+00:00,SPY,423.18,423.26,422.22,422.85,1397031.0
2021-06-09 19:30:00+00:00,SPY,422.84,422.89,421.41,421.62,1647665.0
2021-06-10 15:30:00+00:00,SPY,422.96,424.62,421.55,423.72,2054365.0
2021-06-10 19:30:00+00:00,SPY,423.745,424.1,423.18,423.58,1315795.0
2021-06-11 15:30:00+00:00,SPY,424.2,424.41,422.82,423.25,1468183.0
2021-06-11 19:30:00+00:00,SPY,423.23,424.41,423.23,424.31,1321426.0
2021-06-14 15:30:00+00:00,SPY,424.43,424.45,423.1,423.4,1240475.0
2021-06-14 19:30:00+00:00,SPY,423.4,425.29,423.16,425.28,1293709.0
2021-06-15 15:30:00+00:00,SPY,425.43,425.45,423.55,424.1,1262264.0
2021-06-15 19:30:00+00:00,SPY,424.09,425.0,424.03,424.49,1774876.0
2021-06-16 15:30:00+00:00,SPY,424.65,424.83,423.0,423.11,1154144.0
2021-06-16 19:30:00+00:00,SPY,423.09,423.59,419.93,422.13,4868042.0
2021-06-17 15:30:00+00:00,SPY,421.67,422.93,419.33,422.25,2985754.0
2021-06-17 19:30:00+00:00,SPY,422.27,423.0,421.59,421.98,1960576.0
2021-06-18 15:30:00+00:00,SPY,417.16,417.82,415.59,416.52,3424771.0
2021-06-18 19:30:00+00:00,SPY,416.49,417.12,414.71,415.0,2459006.0
2021-06-21 15:30:00+00:00,SPY,416.8,420.38,415.93,420.13,2736949.0
2021-06-21 19:30:00+00:00,SPY,420.14,421.06,420.14,420.84,2267708.0
2021-06-22 15:30:00+00:00,SPY,420.85,422.63,420.08,422.39,2176115.0
2021-06-22 19:30:00+00:00,SPY,422.42,424.0,422.24,423.05,2509093.0
2021-06-23 15:30:00+00:00,SPY,423.16,424.05,422.7,423.54,1702945.0
2021-06-23 19:30:00+00:00,SPY,423.54,423.82,422.51,422.62,1529489.0
2021-06-24 15:30:00+00:00,SPY,424.89,425.52,424.62,425.04,1631465.0
2021-06-24 19:30:00+00:00,SPY,425.01,425.55,424.78,425.09,1514512.0
2021-06-25 15:30:00+00:00,SPY,426.0,426.48,425.55,426.18,1320172.0
2021-06-25 19:30:00+00:00,SPY,426.16,427.09,425.96,426.59,2677815.0
2021-06-28 15:30:00+00:00,SPY,427.17,427.24,425.89,425.95,1412464.0
2021-06-28 19:30:00+00:00,SPY,425.95,427.64,425.89,427.48,1643519.0
2021-06-29 15:30:00+00:00,SPY,427.88,428.55,427.74,427.76,1383730.0
2021-06-29 19:30:00+00:00,SPY,427.74,428.06,427.15,427.67,1221107.0
2021-06-30 15:30:00+00:00,SPY,427.21,428.38,427.21,427.85,1933455.0
2021-06-30 19:30:00+00:00,SPY,427.87,428.76,427.58,428.06,2126831.0
2021-07-01 15:30:00+00:00,SPY,428.86,429.78,428.81,429.75,1748444.0
2021-07-01 19:30:00+00:00,SPY,429.75,430.59,429.72,430.48,2021169.0
2021-07-02 15:30:00+00:00,SPY,431.67,433.48,431.33,433.15,1631484.0
2021-07-02 19:30:00+00:00,SPY,433.15,434.1,433.03,433.76,2033760.0
2021-07-06 15:30:00+00:00,SPY,433.78,434.0,430.01,431.37,2774875.0
2021-07-06 19:30:00+00:00,SPY,431.37,433.2,431.28,432.9,1808661.0
2021-07-07 15:30:00+00:00,SPY,433.66,434.45,431.53,433.76,2571606.0
2021-07-07 19:30:00+00:00,SPY,433.77,434.76,433.64,434.44,1914156.0
2021-07-08 15:30:00+00:00,SPY,428.78,431.73,427.53,431.41,4427662.0
2021-07-08 19:30:00+00:00,SPY,431.4,431.57,429.16,430.94,3289468.0
2021-07-09 15:30:00+00:00,SPY,432.53,435.22,432.32,434.84,2643053.0
2021-07-09 19:30:00+00:00,SPY,434.85,435.8,434.73,435.47,2436867.0
2021-07-12 15:30:00+00:00,SPY,435.42,436.74,434.97,436.68,1636563.0
2021-07-12 19:30:00+00:00,SPY,436.68,437.33,436.42,437.11,1678457.0
2021-07-13 15:30:00+00:00,SPY,436.24,437.83,436.205,436.49,1884101.0
2021-07-13 19:30:00+00:00,SPY,436.49,436.58,435.315,435.63,2060680.0
2021-07-14 15:30:00+00:00,SPY,437.4,437.91,434.92,435.95,2082229.0
2021-07-14 19:30:00+00:00,SPY,435.96,437.08,435.92,436.27,2253738.0
2021-07-15 15:30:00+00:00,SPY,434.81,435.53,433.69,433.9,2736256.0
2021-07-15 19:30:00+00:00,SPY,433.85,434.81,432.72,434.73,2025065.0
2021-07-16 15:30:00+00:00,SPY,436.0,436.05,432.94,433.59,3015788.0
2021-07-16 19:30:00+00:00,SPY,433.55,433.59,430.93,431.38,2533183.0
2021-07-19 15:30:00+00:00,SPY,426.19,426.69,422.26,422.43,7455634.0
2021-07-19 19:30:00+00:00,SPY,422.42,425.01,421.97,424.95,4458066.0
2021-07-20 15:30:00+00:00,SPY,425.68,432.07,424.84,430.96,4005202.0
2021-07-20 19:30:00+00:00,SPY,430.98,432.41,430.74,431.05,3263864.0
2021-07-21 15:30:00+00:00,SPY,432.34,434.02,432.15,433.84,2308190.0
2021-07-21 19:30:00+00:00,SPY,433.86,434.7,433.54,434.56,2158705.0
2021-07-22 15:30:00+00:00,SPY,434.74,435.35,433.7,435.01,2020351.0
2021-07-22 19:30:00+00:00,SPY,435.03,435.72,434.99,435.48,1131792.0
2021-07-23 15:30:00+00:00,SPY,437.52,440.03,436.79,439.82,2765365.0
2021-07-23 19:30:00+00:00,SPY,439.84,440.3,439.175,439.9,1549769.0
2021-07-26 15:30:00+00:00,SPY,439.31,440.82,439.26,440.43,1854684.0
2021-07-26 19:30:00+00:00,SPY,440.45,441.02,440.18,440.99,1246331.0
2021-07-27 15:30:00+00:00,SPY,439.91,439.92,436.02,436.3,3673771.0
2021-07-27 19:30:00+00:00,SPY,436.28,439.05,435.99,438.99,2447877.0
2021-07-28 15:30:00+00:00,SPY,439.68,439.83,438.05,438.14,2215869.0
2021-07-28 19:30:00+00:00,SPY,438.15,440.29,437.31,438.81,2312905.0
2021-07-29 15:30:00+00:00,SPY,439.815,441.78,439.81,441.72,2943172.0
2021-07-29 19:30:00+00:00,SPY,441.7,441.8,440.65,440.68,1403777.0
2021-07-30 15:30:00+00:00,SPY,437.91,440.05,437.91,438.73,2391634.0
2021-07-30 19:30:00+00:00,SPY,438.72,439.16,437.77,438.49,2985126.0
2021-08-02 15:30:00+00:00,SPY,440.34,440.93,438.2,438.94,2756381.0
2021-08-02 19:30:00+00:00,SPY,438.92,439.01,437.23,437.58,2020812.0
2021-08-03 15:30:00+00:00,SPY,438.44,440.28,436.11,440.09,3119560.0
2021-08-03 19:30:00+00:00,SPY,440.1,441.27,439.86,441.12,2035906.0
2021-08-04 15:30:00+00:00,SPY,439.78,440.4,438.74,439.86,2285858.0
2021-08-04 19:30:00+00:00,SPY,439.86,440.28,438.97,439.02,1313051.0
2021-08-05 15:30:00+00:00,SPY,440.22,441.13,439.9,440.75,1449163.0
2021-08-05 19:30:00+00:00,SPY,440.75,441.85,440.65,441.77,1148003.0
2021-08-06 15:30:00+00:00,SPY,442.08,442.92,441.8,442.605,1646565.0
2021-08-06 19:30:00+00:00,SPY,442.61,442.72,441.95,442.52,1313569.0
2021-08-09 15:30:00+00:00,SPY,442.46,442.79,441.31,442.15,1640806.0
2021-08-09 19:30:00+00:00,SPY,442.14,442.76,441.99,442.14,745295.0
2021-08-10 15:30:00+00:00,SPY,442.61,443.43,441.89,442.87,1795799.0
2021-08-10 19:30:00+00:00,SPY,442.87,443.06,442.215,442.66,1335896.0
2021-08-11 15:30:00+00:00,SPY,443.82,443.88,442.63,443.42,1653102.0
2021-08-11 19:30:00+00:00,SPY,443.44,443.76,443.12,443.74,1165427.0
2021-08-12 15:30:00+00:00,SPY,443.62,444.43,442.67,444.33,1531854.0
2021-08-12 19:30:00+00:00,SPY,444.32,445.25,444.27,445.08,1228996.0
2021-08-13 15:30:00+00:00,SPY,445.59,445.84,445.08,445.57,1267317.0
2021-08-13 19:30:00+00:00,SPY,445.56,445.93,445.2,445.9,1492984.0
2021-08-16 15:30:00+00:00,SPY,444.57,445.26,442.87,445.17,2642571.0
2021-08-16 19:30:00+00:00,SPY,445.17,447.11,445.13,447.02,1899149.0
2021-08-17 15:30:00+00:00,SPY,444.24,444.96,440.85,442.15,4999526.0
2021-08-17 19:30:00+00:00,SPY,442.13,444.07,441.05,444.06,3085973.0
2021-08-18 15:30:00+00:00,SPY,442.96,444.6,442.69,443.04,2393920.0
2021-08-18 19:30:00+00:00,SPY,443.04,444.19,438.92,439.21,3887996.0
2021-08-19 15:30:00+00:00,SPY,436.27,441.13,436.12,439.46,4350047.0
2021-08-19 19:30:00+00:00,SPY,439.44,441.05,437.46,439.84,3514214.0
2021-08-20 15:30:00+00:00,SPY,440.23,443.55,439.71,443.22,2788615.0
2021-08-20 19:30:00+00:00,SPY,443.25,443.7,442.46,443.37,1961364.0
2021-08-23 15:30:00+00:00,SPY,445.16,448.22,445.14,447.72,2047807.0
2021-08-23 19:30:00+00:00,SPY,447.71,448.11,447.15,447.27,1414017.0
2021-08-24 15:30:00+00:00,SPY,447.96,448.46,447.42,448.0,1450521.0
2021-08-24 19:30:00+00:00,SPY,448.0,448.54,447.7,447.96,902061.0
